0,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,actor47,actor48,actor49,actor50,actor51,actor52,actor53,actor54,actor55,actor56,actor57,actor58,actor59,actor60,actor61,actor62,actor63,actor64,actor65,actor66,actor67,actor68,actor69,actor70,actor71,actor72,actor73,actor74,actor75,actor76,actor77,actor78,actor79,actor80,actor81,actor82,actor83,actor84,actor85,actor86,actor87,actor88,actor89,actor90,actor91,actor92,actor93,actor94,actor95,actor96,actor97,actor98,actor99,actor100,actor101,actor102,actor103,actor104,actor105,actor106,actor107,actor108,actor109,actor110,actor111,actor112,actor113,actor114,actor115,actor116,actor117,actor118,actor119,actor120,actor121,actor122,actor123,actor124,actor125,actor126,actor127,actor128,actor129,actor130,actor131,actor132,actor133,actor134,actor135,actor136,actor137,actor138,actor139,actor140,actor141,actor142,actor143,actor144,actor145,actor146,actor147,actor148,actor149,actor150,actor151,actor152,actor153,actor154,actor155,actor156,actor157,actor158,actor159,actor160,actor161,actor162,actor163,actor164,actor165,actor166,actor167,actor168,actor169,actor170,actor171,actor172,actor173,actor174,actor175,actor176,actor177,actor178,actor179,actor180,actor181,actor182,actor183,actor184,actor185,actor186,actor187,actor188,actor189,actor190,actor191,actor192,actor193,actor194,actor195,actor196,actor197,actor198,actor199,actor200
actor159,0,1,0,0,0,0,0,0,0,0,1,2,1,2,1,0,2,1,1,1,1,3,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,0,1,2,2,1,1,3,0,0,0,0,1,0,1,0,1,0,0,0,2,1,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,2,1,2,0,3,0,4,1,0,0,1,0,0,2,0,0,1,1,1,0,0,2,0,2,0,1,4,1,1,1,0,0,2,0,1,1,0,2,0,0,1,0,0,2,1,0,0,1,1,0,0,0,1,1,2,1,1,1,0,1,3,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,3,0,3,1,0,1,0,26,0,0,0,0,0,0,1,2,1,1,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,2,2,1,2,0,2,0,0,0,0,2,0,1,0
actor160,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,2,2,2,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2,2,0,1,1,2,0,0,0,0,0,0,1,2,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,2,1,1,0,0,1,3,0,2,3,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20,2,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,2,0,0,0
actor161,1,0,0,2,1,0,1,0,0,0,2,1,1,0,3,1,2,0,1,2,2,1,1,1,0,3,1,2,0,0,2,2,0,2,0,1,1,1,2,0,0,0,1,2,2,0,1,0,2,2,0,1,1,0,1,0,2,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,6,2,0,0,0,0,0,1,1,2,2,0,1,1,1,1,1,3,1,1,0,1,0,1,0,2,1,1,2,1,2,4,1,2,0,0,0,1,1,0,1,0,2,3,1,0,5,1,2,0,1,3,2,2,0,0,1,0,2,0,0,1,1,0,0,0,2,1,1,1,0,1,0,0,1,2,0,2,32,0,0,1,2,1,1,3,0,0,0,0,2,0,0,2,3,0,3,0,1,1,1,1,2,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1
actor162,1,0,0,1,1,1,0,0,0,1,1,0,0,2,2,1,1,2,0,2,0,0,1,1,0,0,3,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,2,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,1,1,2,0,1,1,2,1,1,1,0,2,1,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,1,1,0,1,0,1,1,1,2,1,3,3,0,0,0,1,1,0,1,0,1,1,3,0,0,0,25,1,0,1,0,0,1,0,2,0,0,0,1,0,0,0,1,2,1,1,1,2,2,1,0,0,1,0,0,1,0,1,2,0,0,1,1,0,1
actor163,1,0,1,0,0,0,0,0,2,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,3,1,0,0,0,0,0,1,1,0,2,0,1,1,1,0,0,1,1,1,0,1,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,2,1,1,1,0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,2,0,2,0,1,0,0,0,0,1,21,0,2,0,0,0,1,2,1,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,0
actor164,2,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,2,0,1,0,0,1,3,2,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,2,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,3,1,1,0,2,1,1,0,0,1,1,1,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,2,1,0,3,3,1,0,3,1,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,0,2,0,1,1,1,0,0,2,0,1,1,0,0,1,1,0,0,26,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,2,1,2,0,1,3,0,2,0,0
actor165,1,0,0,2,3,0,0,0,1,0,1,0,2,2,0,1,1,0,2,2,2,1,1,1,1,1,0,0,0,1,1,0,2,1,0,0,3,0,0,1,1,1,1,0,0,0,1,0,0,1,2,0,1,0,0,1,2,0,2,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2,1,0,0,1,1,2,0,2,0,2,0,1,0,2,1,1,1,2,2,0,1,1,0,2,1,0,2,0,1,0,1,2,0,0,1,1,0,1,0,1,1,0,0,1,0,2,0,1,1,1,2,3,0,1,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,4,1,0,1,0,1,0,0,0,2,0,0,2,1,2,1,26,1,1,1,0,0,2,1,0,2,0,0,0,1,1,1,2,2,0,1,4,1,1,1,0,2,0,0,1,0,1,2,0,1,0,0
actor166,2,0,0,2,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,3,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,2,1,0,0,1,2,1,0,1,1,1,2,0,0,1,0,1,0,0,0,0,1,3,0,1,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,2,1,2,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,2,2,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,2,1,1,1,0,0,1,1,0,1,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,1,0,1,0,0,0,1,22,1,1,1,0,1,0,1,2,0,0,2,2,0,1,0,1,0,3,0,0,2,1,1,2,0,4,0,1,1,0,0,0,0,1
actor167,1,0,2,1,0,1,2,1,1,1,0,3,1,1,1,1,3,1,0,2,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,2,2,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,0,0,0,0,1,1,1,2,3,0,1,1,0,1,1,0,1,1,3,0,2,0,0,4,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,2,3,1,0,3,2,3,0,2,2,0,0,0,1,0,0,2,1,2,2,1,0,0,0,1,1,26,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,2,0,3,0,3,1,1,0,0,0,1,0,3,1,0,0
actor168,1,0,2,1,1,3,1,2,1,0,1,2,0,2,2,2,1,0,1,1,1,1,2,0,0,1,1,2,1,0,1,0,2,2,0,1,0,2,0,0,3,0,1,0,1,1,0,0,2,0,1,1,0,0,0,1,1,1,1,0,3,0,1,0,1,0,0,1,0,1,0,1,0,2,0,0,0,1,1,2,1,1,1,0,2,2,0,1,0,1,1,1,1,0,1,0,2,0,0,0,2,0,0,1,0,1,0,3,0,0,0,1,0,6,0,1,0,0,0,2,0,0,1,0,2,1,0,1,3,1,0,1,1,1,0,1,3,0,2,0,1,0,0,0,0,0,1,0,2,3,1,1,0,2,1,0,0,4,1,1,3,1,0,0,1,1,1,31,0,1,1,1,1,0,0,0,3,0,0,0,2,0,1,2,0,2,0,0,1,1,0,0,1,0,0,0,0,2,1,0
actor169,0,0,1,1,1,0,0,0,2,1,0,0,3,1,1,0,0,0,1,0,2,2,3,0,1,2,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,2,0,2,1,0,0,1,0,3,1,0,1,1,1,0,0,0,1,0,1,2,1,1,3,1,0,0,0,0,0,0,1,0,2,1,2,2,2,0,3,1,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,1,0,3,1,1,0,0,2,2,2,3,1,0,3,0,1,0,1,0,2,0,0,2,1,2,1,2,0,0,1,2,0,1,0,1,2,1,0,0,2,0,0,1,3,1,0,1,0,2,0,0,1,0,1,1,1,1,1,2,2,1,1,1,0,0,1,1,0,1,0,0,29,0,1,0,2,0,2,0,1,0,0,1,2,1,0,1,2,0,0,3,0,0,1,0,0,0,1,1,2,0,0,0
actor170,0,0,1,0,0,0,2,0,0,0,0,1,0,2,1,2,0,0,2,0,0,0,1,0,0,2,1,2,0,0,1,0,1,0,0,1,2,1,0,1,1,1,1,1,4,0,1,1,0,0,1,0,2,2,1,1,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,1,1,2,0,1,0,2,1,1,2,1,2,0,0,0,0,1,3,1,0,0,1,0,0,1,2,3,1,1,1,0,1,2,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2,1,2,0,0,2,0,0,2,1,1,0,1,1,1,0,1,0,1,2,1,1,1,0,0,1,2,0,1,0,1,0,0,0,2,2,1,0,0,0,1,0,24,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,3,0,1,1,0,1,0,0,0,1,2,1,2
actor171,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,2,3,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,2,0,1,2,2,2,2,0,1,1,0,1,1,0,1,2,0,1,1,2,0,0,0,1,0,4,0,0,0,1,0,2,0,0,2,2,0,2,1,0,2,1,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,2,1,0,2,1,0,0,0,0,3,1,1,1,2,1,2,1,1,1,2,3,2,2,0,0,1,0,0,0,2,0,0,0,1,0,2,1,0,1,1,0,28,0,1,0,0,1,0,3,1,0,2,0,0,1,2,0,2,3,1,1,3,1,1,1,1,1,0,2,1,1
actor172,0,0,0,0,0,0,2,1,1,0,1,0,2,0,0,2,1,0,1,1,0,0,2,1,1,3,1,0,0,0,1,2,1,1,0,1,1,0,0,1,1,0,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,3,3,2,0,1,0,0,1,1,1,0,2,1,2,0,2,0,1,0,0,0,2,0,2,1,1,0,0,0,2,4,1,0,1,0,0,1,0,1,0,0,1,2,3,0,1,2,0,3,0,0,1,0,0,1,2,0,2,0,2,1,1,1,1,0,2,0,2,1,0,1,0,2,2,0,0,1,1,1,3,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,25,1,0,0,1,1,1,0,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,1,2,1,1,0,1
actor173,1,1,0,1,1,0,0,0,1,0,1,0,3,2,0,1,2,0,0,1,0,2,2,1,2,3,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,1,1,0,2,5,2,1,0,1,0,0,3,1,0,0,0,0,1,1,1,1,1,2,2,0,1,0,0,3,1,0,1,0,0,1,0,3,0,0,0,2,2,0,1,0,0,2,1,1,0,1,1,1,3,2,0,1,3,2,0,1,1,0,1,1,0,0,1,1,2,1,1,1,0,0,1,2,0,2,1,2,0,0,1,2,1,2,0,2,0,0,0,0,0,2,1,1,1,0,0,2,0,0,0,0,1,1,1,2,0,1,1,27,2,1,1,3,0,1,0,2,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,2
actor174,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,1,0,0,1,4,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,2,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,2,0,0,2,0,0,1,0,0,3,1,1,1,0,0,0,0,1,3,0,0,1,0,1,0,2,1,0,1,0,1,0,0,1,0,2,2,1,0,3,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,0,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,1,1,2,0,0,0,1,0,1,2,2,1,0,0,1,0,0,2,24,1,1,1,0,1,2,0,1,0,0,0,0,1,0,1,1,2,3,1,1,2,0,0,0,0,1
actor175,0,0,0,1,0,1,1,0,1,2,0,1,3,2,0,1,0,1,0,1,0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2,2,0,1,0,2,1,0,2,1,2,0,0,0,0,2,0,1,2,0,1,0,1,1,1,0,0,1,1,2,0,0,0,1,0,0,1,1,1,1,2,1,0,0,1,0,1,1,0,0,0,2,1,0,0,1,0,2,1,0,0,1,1,1,1,1,0,0,1,2,0,0,0,2,0,0,1,0,2,2,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,2,2,3,1,0,1,1,2,1,1,1,1,0,1,0,1,2,1,1,2,1,0,0,0,1,1,0,0,1,0,2,0,0,0,1,1,27,0,0,1,0,1,1,2,0,1,0,1,1,0,0,0,1,1,1,3,1,1,2,0,1,0
actor176,0,1,2,0,0,1,1,2,0,0,0,0,1,1,1,1,2,0,0,0,0,2,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,3,2,1,2,1,2,1,0,0,0,1,0,3,1,1,1,1,2,2,0,2,1,0,0,0,2,1,1,0,1,1,0,0,0,0,1,2,0,0,3,0,0,0,3,2,0,1,2,1,0,1,1,1,2,3,2,4,0,1,0,0,1,1,1,3,0,1,0,0,3,1,0,0,2,0,1,3,1,0,0,1,2,2,1,1,0,1,1,0,2,1,1,0,1,1,0,0,2,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,3,0,1,0,2,0,1,1,0,0,1,0,0,1,1,1,1,1,0,29,5,1,0,1,0,0,0,0,0,0,3,1,0,1,2,0,0,1,0,1,2,2,0,0
actor177,0,1,2,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,2,1,0,0,3,0,1,4,0,1,1,2,1,1,0,0,0,2,2,0,2,2,0,1,1,0,1,3,1,2,3,2,0,0,0,0,2,0,1,0,0,2,0,1,0,1,1,1,0,1,2,3,1,1,0,1,0,0,1,1,3,1,1,0,2,2,0,0,2,0,2,3,0,1,0,2,1,0,0,0,1,1,2,1,1,0,0,1,0,1,0,2,1,2,0,2,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,2,0,3,1,1,0,1,3,1,0,5,27,0,0,1,1,0,0,1,0,1,0,1,0,0,2,1,0,1,1,1,1,0,0,0
actor178,0,0,0,0,1,2,0,0,2,3,1,1,0,1,0,0,0,0,0,1,2,2,0,2,1,1,2,0,2,0,2,1,0,0,0,0,1,1,1,2,1,0,0,2,2,0,1,1,0,0,2,1,1,0,2,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,1,4,1,0,0,1,0,3,0,0,2,1,0,1,0,0,2,2,0,0,1,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,1,0,1,1,0,0,0,2,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,2,0,0,0,1,3,1,0,0,1,1,0,23,1,0,2,1,1,1,0,1,0,3,0,1,0,1,2,0,0,1,2,2,0,1
actor179,0,1,0,2,5,1,2,1,2,0,0,0,2,1,2,0,0,0,0,0,1,1,0,1,0,1,2,0,1,1,0,1,2,0,2,1,1,2,1,2,1,1,0,1,2,1,2,0,2,2,1,0,1,1,1,1,2,1,1,1,0,0,0,2,1,2,1,0,0,0,0,0,0,1,0,1,1,2,1,0,0,1,0,1,2,0,1,1,1,1,0,0,0,1,2,0,0,0,2,1,2,1,0,1,0,1,0,0,2,2,3,1,2,0,0,0,1,1,0,1,1,1,0,1,1,3,0,1,0,0,0,1,2,2,2,1,1,0,1,1,0,0,0,1,1,0,2,2,3,1,2,0,2,5,0,0,4,0,0,1,3,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,29,2,0,0,0,1,0,0,1,1,0,0,0,0,3,1,1,0,1,4,1,0
actor180,1,2,1,0,2,0,0,1,1,0,0,0,2,2,0,0,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,2,0,0,0,0,1,1,1,4,1,1,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,2,1,2,1,0,1,0,1,2,2,1,1,2,1,2,1,0,0,0,0,0,0,0,2,1,0,1,1,2,1,0,0,0,1,2,2,0,0,1,5,0,3,1,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,2,0,3,0,0,0,0,0,3,0,0,1,1,1,1,2,0,0,0,1,2,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,2,1,1,1,0,2,25,3,1,0,0,0,1,2,1,2,1,0,1,0,0,2,0,3,1,0,0
actor181,0,0,2,0,1,1,0,1,1,1,0,1,4,0,0,1,1,0,1,0,1,0,1,1,2,0,0,3,1,2,0,0,0,1,0,2,0,0,1,3,1,2,0,2,0,3,1,0,3,2,2,1,0,2,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,2,0,1,4,2,2,2,1,0,1,2,0,0,1,0,1,0,1,2,0,2,2,0,5,2,1,0,1,1,0,1,3,3,0,1,1,3,0,2,3,0,2,1,0,1,0,1,2,1,0,2,2,1,0,1,2,0,0,1,2,1,2,0,0,2,0,1,4,0,0,0,0,0,2,0,0,0,1,3,2,0,0,0,1,1,2,1,1,1,1,1,2,0,2,0,0,2,2,1,2,2,2,0,1,0,1,2,0,3,39,2,1,0,2,1,1,1,0,1,2,0,0,0,1,0,1,2,1,1
actor182,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,2,0,1,2,0,0,1,3,2,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,2,3,1,1,0,0,0,0,2,1,1,1,0,1,1,2,2,1,2,1,0,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,2,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,1,1,1,0,2,0,0,1,1,0,1,2,1,1,0,1,1,0,1,0,1,2,0,0,1,0,1,2,24,0,0,2,0,0,0,1,2,2,2,1,1,1,1,0,0,0,2
actor183,0,0,1,0,0,0,0,0,0,2,2,0,0,1,1,0,1,0,0,0,1,1,1,0,1,2,0,0,1,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,1,2,1,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,19,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
actor184,0,0,4,1,2,0,2,0,1,1,2,0,3,0,3,3,2,0,0,2,1,1,0,1,0,0,2,2,0,1,1,0,1,1,2,0,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,2,2,0,0,0,1,0,1,2,1,0,1,2,1,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,1,3,0,2,1,2,2,0,1,0,0,1,1,1,1,1,0,1,3,1,4,2,0,2,1,1,1,0,0,0,0,0,0,2,4,1,0,0,1,0,1,0,1,0,1,0,2,1,0,0,1,2,0,1,2,0,1,1,1,1,1,0,4,1,0,0,1,2,0,1,1,3,0,2,1,0,1,2,0,0,1,0,1,1,1,0,0,0,0,29,0,0,0,1,1,2,1,0,1,1,0,3,1,2,1,0
actor185,0,1,0,0,5,0,1,1,1,1,0,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,2,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,2,3,0,0,1,1,1,1,2,0,0,1,1,1,2,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,1,2,1,2,2,0,0,0,3,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,3,1,2,0,2,2,1,0,1,0,3,0,0,1,0,0,0,2,0,2,1,1,1,2,1,0,3,1,2,0,1,0,2,2,1,2,1,0,2,1,0,1,4,0,2,0,2,1,2,0,1,0,0,0,0,0,0,0,2,2,0,0,30,1,0,0,2,1,0,0,0,0,2,2,1,0,1,0
actor186,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,1,0,1,0,1,2,3,0,1,0,0,3,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0
actor187,2,1,2,2,0,1,1,0,1,1,0,1,3,1,0,2,1,1,0,2,0,0,1,0,2,1,0,1,1,0,0,0,0,1,1,1,0,0,3,0,1,0,0,0,0,3,2,0,0,1,0,2,1,0,0,3,0,1,0,2,0,0,1,0,0,0,0,2,1,0,0,0,4,1,1,1,3,0,0,0,0,2,1,0,1,2,0,1,1,0,1,0,1,3,1,0,1,1,0,2,1,0,0,0,3,0,1,2,0,2,2,0,0,1,2,0,1,1,0,0,2,2,0,0,2,0,2,2,0,0,0,1,1,0,0,2,1,2,0,1,1,2,1,1,3,0,0,1,1,1,0,1,0,1,1,2,0,0,2,1,0,0,0,0,1,2,3,0,0,0,2,1,1,1,1,3,0,0,1,2,1,0,1,0,0,0,33,1,1,0,1,0,0,1,0,1,1,2,0,2
actor188,2,0,2,0,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,2,0,2,0,0,2,1,1,1,2,1,1,2,0,0,1,0,6,3,2,3,0,0,0,1,1,1,1,1,2,1,0,1,2,1,1,1,0,0,0,0,0,1,1,3,2,0,0,1,3,0,1,1,2,0,0,2,1,0,0,0,0,0,2,2,1,0,1,0,1,2,1,2,0,4,0,0,0,0,1,1,5,3,1,1,1,1,4,2,0,0,0,3,1,0,1,3,1,2,1,0,2,0,3,2,1,0,0,1,0,0,2,1,2,0,0,0,1,1,1,0,2,1,0,1,0,0,0,0,1,1,1,0,1,3,1,1,1,1,2,0,0,1,0,0,1,1,0,0,3,3,3,1,1,0,0,1,1,3,1,1,1,0,0,1,0,0,1,30,0,1,1,0,1,0,0,1,1,2,0,0
actor189,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,3,0,1,1,1,0,2,0,0,0,0,1,1,0,0,0,0,3,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,0,1,1,0,2,0,1,0,0,0,3,1,0,0,1,0,0,2,0,1,1,0,1,1,0,4,1,0,0,1,1,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,3,0,0,0,2,1,0,1,0,2,0,1,0,2,1,1,1,0,0,0,1,2,1,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,2,0,1,0,24,0,1,0,0,1,1,1,1,1,0,0
actor190,0,0,1,2,2,0,3,0,0,0,0,0,1,2,0,1,4,0,0,1,3,1,1,0,2,1,3,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,2,1,1,1,1,0,0,0,0,1,0,1,1,2,0,0,2,0,1,0,0,0,1,0,0,0,1,3,2,0,1,0,1,1,0,0,2,0,2,0,1,0,2,0,0,1,0,2,2,0,1,1,2,0,0,0,1,0,1,4,1,0,0,1,0,2,0,1,1,1,1,1,2,1,1,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,2,2,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,2,0,2,1,0,0,1,0,27,0,3,0,0,0,0,0,1,0,0
